Name,Movie,Year,Cause of Death
Yasuzô Ogawa,Godzilla vs. Hedorah,1971,Other
Yasuzô Ogawa,Terror of Mechagodzilla,1975,Firearms
Tetsuo Yamashita,Godzilla vs. Megaguirus,2000,Other
Yôzaburô Itô,Black Angel 2,1999,Firearms
Takeshi Yamato,Black Angel 2,1999,Firearms
Maggie Siu,Election,2005,Strangulation
Chi-Shing Chiu,A Hero Never Dies,1998,Firearms
Chi-Shing Chiu,PTU,2003,Knives or Cutting Instruments
Chi-Shing Chiu,Triad Election,2006,Knives or Cutting Instruments
Chi-Shing Chiu,Mad Detective,2007,Firearms
Chartchai Ngamsan,Tears of the Black Tiger,2000,Firearms
Supakorn Kitsuwon,Tears of the Black Tiger,2000,Firearms
Sombat Metanee,Tears of the Black Tiger,2000,Knives or Cutting Instruments
Kanchit Kwanpracha,Tears of the Black Tiger,2000,Firearms
Heather Joy Budner,Andre the Butcher,2005,Knives or Cutting Instruments
Hollie L. Hummel,Secret Games 3,1994,Knives or Cutting Instruments
Christine Romeo,Dark and Stormy Night,2009,Strangulation
Vera Lockwood,Rumplestiltskin,1996,Strangulation
Carmen de Lirio,Goliath Against the Giants,1961,Knives or Cutting Instruments
Carmen de Lirio,Marquis de Sade’s Justine,1969,Strangulation
Sarah Kants,Cut,2000,Knives or Cutting Instruments
Isabel Mestres,Let Sleeping Corpses Lie,1974,Other
Ted Le Plat,Swift Justice,1967,Other
Janine Venable,Autopsy,2008,Other
Victoria Vanegas,The Curse of El Charro,2005,Knives or Cutting Instruments
Clelia Fradella,Bodycount,1997,Knives or Cutting Instruments
Janice Fincher,Sacrifice,2000,Knives or Cutting Instruments
Rebecca Stacey,American Nightmare,2002,Firearms
Monique Parent,Vicious Kiss,1995,Firearms
Monique Parent,Ladykiller,1996,Knives or Cutting Instruments
Monique Parent,Alien Escape,1997,Strangulation
Monique Parent,Heartless,1997,Firearms
Monique Parent,Blood Scarab,2008,Knives or Cutting Instruments
Monique Parent,Voodoo Dollz,2008,Fire
Monique Parent,Breath of Hate,2011,Blunt Objects
Monique Parent,Jurassic City,2015,Other
Marie Hynes,The Tournament,2009,Personal Weapons
Daniel Goddard,Lightspeed,2006,Fire
Michelle Csitos,Nightwatch,1997,Knives or Cutting Instruments
Valerie Danielle Perri,Bloodline,1979,Strangulation
Alexis Thorpe,The Forsaken,2001,Explosives
Hay Petrie,Crimes in the Dark House,1940,Strangulation
Ramsay Ames,Calling Dr. Death,1943,Other
Ramsay Ames,The Mummys Ghost,1944,Other
Ramsay Ames,Philo Vance Returns,1947,Poison
Xavier Masse,The Exterminating Angel,1962,Other
Nicole Danielle,The Wailer,2006,Other
Olivia Dunkley,60 Second Film School: You Too Can be a Fight Choreographer,2011,Firearms
Olivia Dunkley,The Adventures of Superseven: Operation Get Sandra West!,2011,Strangulation
Olivia Dunkley,The Advenutres of Superseven: Operation Spy Trap,2011,Firearms
Julia Dean,The Curse of the Cat People,1944,Ailment
Francesca DeRose,The House of Clocks,1989,Knives or Cutting Instruments
Tierza Scaccia,The Shadow Walkers,2006,Other
Laurene Landon,Maniac Cop 2,1990,Personal Weapons
Leslie Harter,Blowback,1999,Knives or Cutting Instruments
Leslie Harter,Sacrifice,2000,Knives or Cutting Instruments
Richard Pawulski,Cruel Summer,2016,Knives or Cutting Instruments
Edward Ashley (II),In the Heart of the Sea,2015,Other
Edward Ashley (II),The Lost City of Z,2016,Firearms
Edward Ashley (II),The King,2019,Other
Michael Berresse,State of Play,2009,Firearms
Geraldine Pailhas,Suite 16,1995,Poison
Christa Barrymore,Delirium,1972,Strangulation
Sam Reid,The Limehouse Golem,2017,Poison
Jeffrey Vincent Parise,Death by Engagement,2005,Other
Jeffrey Vincent Parise,Girl at the Door,2013,Firearms
Jeffrey Vincent Parise,The Love Witch,2016,Other
Angela Carnon,Policewomen,1974,Car
Fiona Maclaine,Minotaur,2006,Knives or Cutting Instruments
Helena Michell,The Neverending Story II: The Next Chapter,1990,Ailment
Helena Michell,P.D. James’ Devices and Desires,1991,Explosives
Ofelia Montesco,The Exterminating Angel,1962,Other
Ofelia Montesco,Samson vs. The Vampire Women,1962,Fire
Phyllis Major,II était une fois un flic,1971,Firearms
Kristyn Green,Carver,2008,Knives or Cutting Instruments
Ellen Dorsher,The House on Sorority Row,1982,Knives or Cutting Instruments
Tommy Wirkola,Dead Snow,2009,Other
Tommy Wirkola,Hansel & Gretel: Witch Hunters,2013,Other
Natasha Melnick,The Hillside Strangler,2004,Strangulation
Eddie D.,Memorial Valley Massacre,1989,Knives or Cutting Instruments
Charlotte Frogner,Dead Snow,2009,Knives or Cutting Instruments
Virginie Thevenet,The Cry of the Owl,1987,Knives or Cutting Instruments
Bjorn Sundquist,Dead Snow,2009,Other
Bjorn Sundquist,Hansel & Gretel: Witch Hunters,2013,Firearms
Jenny Skavlan,Dead Snow,2009,Knives or Cutting Instruments
Mabel Karr,The Diabolical Dr. Z,1966,Firearms
Mabel Karr,Special Lady Chaplin,1966,Explosives
Mabel Karr,Cut-Throats Nine,1972,Knives or Cutting Instruments
Pola Negri,Carmen,1918,Knives or Cutting Instruments
Pola Negri,The Eyes of the Mummy,1918,Knives or Cutting Instruments
Pola Negri,Madame DuBarry,1919,Other
Pola Negri,Camile,1920,Other
Kelora Clingwall,Sucker Punch,2011,Personal Weapons
Patricia Sturges,The Granny,1995,Other
William Kirksey,Nightmare,1981,Knives or Cutting Instruments
John Terry,Wild Geese II,1985,Firearms
John Terry,Nine Dead,2010,Firearms
Jackie Honea,The Hamiltons,2006,Other
Nicola Cowper,P.D. James’ Devices and Desires,1991,Explosives
Mary Currier,The Falcon In Mexico,1944,Firearms
Mary Currier,Return of the Ape Man,1944,Strangulation
Mary Currier,Dick Tracy,1945,Knives or Cutting Instruments
Mary Currier,The Secret of the Whistler,1946,Ailment
Francine Middleton,Martin,1977,Knives or Cutting Instruments
Isabell O'Connor,Trauma,1993,Knives or Cutting Instruments
Pauline Moore,Young Mr. Lincoln,1939,Other
Mary Maude,The House That Screamed,1969,Other
Mary Maude,Crucible of Terror,1971,Fire
Mary Maude,Terror,1978,Knives or Cutting Instruments
Megan Murphy,Deadbeat at Dawn,1988,Blunt Objects
Megan Murphy,Shredder Orpheus,1990,Other
Evan Stern,The Void,2016,Other
Loyd Bateman,Dead Hooker in a Trunk,2009,Fire
Grace Munro,The Void,2016,Other
Jonas Haggins,Andre the Butcher,2006,Knives or Cutting Instruments
George Patterson,Bombay Waterfront,1952,Other
George Patterson,I Drink Your Blood,1970,Other
George Patterson,God Told Me To,1976,Knives or Cutting Instruments
Claude Pieplu,Wedding in Blood,1973,Blunt Objects
Shannon Lambert-Ryan,Bereavement,2010,Other
Paul Ready,Pierrepoint: The Last Hangman,2005,Strangulation
Shannon Tuer,Angels Fall,2007,Impact
Imogen Millais-Scott,Salome’s Last Dance,1988,Knives or Cutting Instruments
Franchot Tone,Today We Live,1933,Explosives
Franchot Tone,Phantom Lady,1944,Impact
Franchot Tone,Advise & Consent,1962,Ailment
Kamala Lopez-Dawson,Deep Cover,1992,Narcotics
Kamala Lopez-Dawson,Black & White,1998,Firearms
Julio Bekhor,Club Dread,2004,Blunt Objects
Maria Teresa Vianello,The Terror of Dr. Hichcock,1962,Fire
Veronica Hurst,The Second Best Agent in The Whole Wide World,1965,Firearms
Iyari Limon,King Cobra,1999,Other
Iyari Limon,Death by Engagement,2005,Knives or Cutting Instruments
Daniela Fazzolari,Giallo,2009,Knives or Cutting Instruments
Philip Bowen,Pumpkinhead: Ashes to Ashes,2006,Fire
Mara Laso,The Awful Dr. Orloff,1962,Other
Mara Laso,The Night of the Executioner,1992,Knives or Cutting Instruments
Susanne Lothar,Funny Games,1997,Drowning
Annamaria Clementi,Emanuelle and the Last Cannibals,1977,Knives or Cutting Instruments
Me Me Lai,Crucible of Terror,1971,Fire
Me Me Lai,The Man From Deep River,1973,Other
Me Me Lai,Jungle Holocaust,1977,Knives or Cutting Instruments
Me Me Lai,Eaten Alive,1980,Knives or Cutting Instruments
Kenan Thompson,Fat Albert,2004,Ailment
Robert Fuller,The Brain From Planet Arous,1957,Knives or Cutting Instruments
Kel Mitchell,Good Burger,1997,Impact
Carel Struycken,Men in Black,1997,Knives or Cutting Instruments
Carel Struycken,Doctor Sleep,2019,Ailment
James Oseland,Liquid Dreams,1991,Firearms
Wendy Miklovic,The Book of Love,2016,Other
Raquel Meroño,Dagon,2001,Other
Takanobu Toya,Godzilla vs. Mechagodzilla,1974,Strangulation
Mizuho Yoshida,Zeiram,1991,Firearms
Mizuho Yoshida,Zeiram 2,1994,Knives or Cutting Instruments
Mizuho Yoshida,Gamera 2: Attack of Legion,1996,Explosives
Mizuho Yoshida,Rebirth of Mothra,1996,Explosives
Mizuho Yoshida,Rebirth of Mothra II,1997,Explosives
Mizuho Yoshida,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001,Other
Mizuho Yoshida,Kamen Rider: The First,2005,Other
Mizuho Yoshida,Gamera The Brave,2006,Explosives
Mizuho Yoshida,Deep Sea Monster Raiga,2008,Explosives
Akira Ohashi,Roboman Hakaider,1995,Blunt Objects
Akira Ohashi,Gamera 3: The Revenge of Iris,1999,Explosives
Akira Ohashi,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001,Explosives
Giles Panton,Sleepwalking In Suburbia,2017,Knives or Cutting Instruments
Stefano Patrizi,Rome Armed to the Teeth,1976,Firearms
Stefano Patrizi,The Cassandra Crossing,1976,Firearms
Stefano Patrizi,"Young, Violent, Dangerous",1976,Other
Stefano Patrizi,The Lion of the Desert,1980,Firearms
Stefano Patrizi,Fear,1981,Other
Ronald Colman,The White Sister,1923,Drowning
Ronald Colman,Beau Geste,1926,Firearms
Ronald Colman,The Masquerader,1933,Narcotics
Ronald Colman,A Tale of Two Cities,1935,Other
Ronald Colman,The Light That Failed,1939,Firearms
Ronald Colman,A Double Life,1947,Knives or Cutting Instruments
Samm Levine,Club Dread,2004,Blunt Objects
Samm Levine,Pulse,2006,Other
David Barrera,No One Gets Out Alive,2021,Blunt Objects
Dick Boland,Bikini Bloodbath Car Wash,2008,Knives or Cutting Instruments
Dick Boland,Bikini Bloodbath Christmas,2009,Knives or Cutting Instruments
Kitty Fox,Freeway,1996,Strangulation
Zarko Karatanchev,The Tournament,2009,Fire
Rosemarie Sarita,Escape from Blood Plantation,1983,Other
Anabella Casanova,Mask Maker,2010,Knives or Cutting Instruments
Simeon Taole,Nora Roberts High Noon,1969,Firearms
Jozef Kroner,The Shop on Main Street,1965,Strangulation
Guido Alberti,OSS 117: Murder for Sale,1968,Firearms
Guido Alberti,The Fifth Cord,1971,Ailment
Guido Alberti,Spasmo,1974,Firearms
Guido Alberti,"The Cynic, the Rat & the Fist",1977,Personal Weapons
Brian DePersia,Deadtime Stories,1986,Knives or Cutting Instruments
James Tartan,I Dismember Mama,1972,Knives or Cutting Instruments
Carolyn Brandt,The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies,1964,Knives or Cutting Instruments
Carolyn Brandt,The Thrill Killers,1964,Knives or Cutting Instruments
Carolyn Brandt,The Sexorcist,1974,Knives or Cutting Instruments
Carolyn Brandt,The Hollywood Strangler Meets the Skid Row Slasher,1979,Strangulation
Helen Jerome Eddy,War Nurse,1930,Other
Helen Jerome Eddy,Sooky,1931,Other
Helen Jerome Eddy,Klondike Annie,1936,Ailment
Neil Newbon,Extinction,2014,Other
Yvonne Saa,The Terror Within,1989,Other
Sebastian Pigott,When Murder Calls,2019,Knives or Cutting Instruments
Sebastian Pigott,Moonfall,2022,Other
Cressida Bonas,The Bye Bye Man,2017,Firearms
Ava Penner,The Bye Bye Man,2017,Firearms
Jenna Kanell,Misfortune,2016,Firearms
Jenna Kanell,Terrifier,2017,Knives or Cutting Instruments
Jenna Kanell,The Bye Bye Man,2017,Other
Jenna Kanell,Miniature,2020,Impact
Jenna Kanell,Renfield,2023,Other
Lara Knox,The Bye Bye Man,2017,Firearms
Massimo Vanni,Street Law,1974,Impact
Massimo Vanni,The Big Racket,1976,Other
Massimo Vanni,Keoma,1976,Firearms
Massimo Vanni,A Special Cop In Action,1976,Other
Massimo Vanni,The Heroin Busters,1977,Firearms
Massimo Vanni,Weapons of Death,1977,Knives or Cutting Instruments
Massimo Vanni,The Inglorious Bastards,1978,Firearms
Massimo Vanni,1990: Bronx Warriors,1982,Personal Weapons
Massimo Vanni,Escape from the Bronx,1984,Firearms
Massimo Vanni,Strike Commando,1986,Firearms
Massimo Vanni,Double Target,1987,Other
Massimo Vanni,Cop Game,1988,Firearms
Massimo Vanni,Robowar,1988,Firearms
Massimo Vanni,Strike Commando 2,1988,Strangulation
Massimo Vanni,Zombie 3,1988,Other
Massimo Vanni,Born to Fight,1989,Explosives
Massimo Vanni,Zombie 4,1989,Other
Massimo Vanni,A Pure Formality,1994,Other
Ryan Melander,Dark House,2009,Knives or Cutting Instruments
Ryan Melander,Desecrated,2015,Knives or Cutting Instruments
Mangal Dhillon,Janasheen,2003,Firearms
Andrew Duncan,Last Embrace,1979,Drowning
Glenn Ennis,Under the Hood,2009,Other
Glenn Ennis,Goblin,2010,Other
Glenn Ennis,The Revenant,2015,Knives or Cutting Instruments
Glenn Ennis,Deadpool,2016,Knives or Cutting Instruments
Andrew Palmer,The Adventures of Superseven: Operation Triple Cross,2011,Firearms
Andrew Palmer,The Adventures of Superseven: Operation 8 Spies Too Many,2011,Explosives
Harriet Bass,Madman,1982,Knives or Cutting Instruments
Angelika Bartsch,Tatort,1991,Blunt Objects
Angelika Bartsch,Tatort: Bienzle und der Zuckerbäcker,1999,Knives or Cutting Instruments
Elina Alminas,Ex Machina,2015,Other
Adria Arjona,The Belko Experiment,2017,Firearms
Adria Arjona,Sweet Girl,2021,Ailment
Adria Arjona,Morbius,2022,Knives or Cutting Instruments
Ximena Rodriguez,The Belko Experiment,2017,Personal Weapons
Robin Harris,House Party 2: The Pajama Party,1991,Other
Mizuho Koga,Dead or Alive,1999,Drowning
Arleen Sinclair,The Manhandlers,1975,Impact
Barbara Sukowa,Berlin Alexanderplatz,1980,Strangulation
Barbara Sukowa,Rosa Luxemburg,1986,Firearms
Barbara Sukowa,Office Killer,1997,Poison
Karyn O'Bryan,Evil Laugh,1988,Knives or Cutting Instruments
Joe Jamrog,Christmas Evil,1980,Knives or Cutting Instruments
Joe Jamrog,United 93,2006,Other
Patrick L. Parker,Judgement,2005,Knives or Cutting Instruments
Ron Haydock,The Thriller Killers,1964,Firearms
Peter De Jersey,The Bank Job,2008,Strangulation
Blanca Estrada,A Candle for the Devil,1973,Blunt Objects
Blanca Estrada,Horror of the Zombies,1975,Impact
Catherine Lafferière,Lorna the Exorcist,1974,Other
Roger Bergeron,Silent Scream,2005,Knives or Cutting Instruments
Shû Ehara,Dead or Alive,1999,Knives or Cutting Instruments
Rachel Ngan,Dead or Alive: Final,2002,Firearms
Hiro Hayama,Dead or Alive: Final,2002,Narcotics
Hiro Hayama,New Police Story,2004,Firearms
Hiro Hayama,The Myth,2005,Other
Hiro Hayama,Firestorm,2013,Firearms
Tony Ho,Bullets Over Summer,1999,Firearms
Tony Ho,Dead or Alive: Final,2002,Firearms
Tony Ho,New Police Story,2004,Other
Tiren Jhames,Eloise,2017,Knives or Cutting Instruments
Masato,Dead or Alive 2,2000,Firearms
Masato,Izo,2004,Knives or Cutting Instruments
Steven Lambert,Cop,1988,Firearms
Steven Lambert,Timecop,1994,Personal Weapons
Paolo Giusti,Who’s Got the Black Box?,1967,Firearms
Ted Manson,Dead Birds,2004,Firearms
Ted Manson,Psychopathia Sexualis,2006,Ailment
Ted Manson,The Curious Case of Benjamin Button,2008,Ailment
Barbara Payton,Trapped,1949,Firearms
Barbara Payton,Bride of the Gorilla,1951,Firearms
Barbara Payton,Four Sided Triangle,1953,Fire
Barbara Payton,The Great Jesse James Raid,1953,Impact
Antonio Passalia,Who’s Got the Black Box?,1967,Firearms
Thomas Smith,Dracula’s Fiancee,2002,Knives or Cutting Instruments
Scott Spiegel,Within The Woods,1978,Knives or Cutting Instruments
Scott Spiegel,Intruder,1989,Knives or Cutting Instruments
Brian Powell,Grosse Pointe Blank,1997,Firearms
Robert Wisden,Legends of the Fall,1994,Impact
Christine Cybelle,"Fly Now, Pay Later",1969,Knives or Cutting Instruments
Lisa Dunsheath,The Prowler,1981,Knives or Cutting Instruments
J.P. Manoux,Pumpkinhead II: Blood Wings,1993,Strangulation
J.P. Manoux,The Day After Tomorrow,2004,Other
Magilla Schaus,Tainted,1988,Firearms
Yacha Musatov,Soul Assassin,2001,Firearms
Lara Daans,Mercy,2000,Other
Lara Daans,Death Warrior,2009,Other
Tracey E. Bregman,Happy Birthday to Me,1981,Knives or Cutting Instruments
Meeno Peluce,Dont Go Near the Park,1981,Other
Simon Peacock,Evil Breed: The Legend of Samhain,2003,Strangulation
Martha Higareda,Amar te duele,2002,Firearms
Martha Higareda,Smokin Aces 2: Assassins Ball,2010,Firearms
Lea Lander,Blood and Black Lace,1964,Other
Lea Lander,Rabid Dogs,1974,Firearms
Richard Elfman,Forbidden Zone,1980,Firearms
Richard Elfman,Shrunken Heads,1994,Other
Mary Patton,The Crowded Sky,1960,Ailment
Noel Purcell,The Blue Lagoon,1949,Other
Noel Purcell,Svengali,1954,Ailment
Noel Purcell,Moby Dick,1956,Other
Noel Purcell,Shake Hands with the Devil,1959,Firearms
Noel Purcell,Solomon and Sheba,1959,Ailment
Antonio Jimenez Escribano,The Diabolical Dr. Z,1966,Ailment
Natasha Nielsen,Bikini Bloodbath,2006,Knives or Cutting Instruments
Natasha Nielsen,Bikini Bloodbath Car Wash,2008,Knives or Cutting Instruments
Jeanine Ward,Bits and Pieces,1985,Knives or Cutting Instruments
Zora Kerova,Anthropophagus,1980,Knives or Cutting Instruments
Zora Kerova,Cannibal Ferox,1981,Strangulation
Zora Kerova,The New York Ripper,1982,Knives or Cutting Instruments
Eve Harlow,2012,2009,Other
Eve Harlow,The Tall Man,2012,Strangulation
Andrew Liberty,Nazi Overlord,2018,Explosives
Aline Mess,The Man Hunter,1980,Impact
Les Jankey,Reeker,2005,Car
David Kriegel,Sexual Response,1992,Knives or Cutting Instruments
Elizabeth Rose,Blood Sisters,1987,Knives or Cutting Instruments
Madeleine Potter,Two Evil Eyes,1990,Knives or Cutting Instruments
Hal Shafer,Evil Laugh,1988,Knives or Cutting Instruments
Stefania Girolami Goodwin,High Crime,1973,Other
Stefania Girolami Goodwin,The Big Racket,1976,Other
Stefania Girolami Goodwin,1990: Bronx Warriors,1982,Firearms
Nikki Sanderson,Boogeyman 3,2008,Strangulation
Jonathan Spencer,Dance of the Dead,2008,Knives or Cutting Instruments
Jonathan Spencer,Pineapple Express,2008,Other
Chandler Darby,Dance of the Dead,2008,Explosives
J. Jacob Adelman,Dance of the Dead,2008,Other
Mark Lynch,The Reaping,2007,Impact
Mark Lynch,Dance of the Dead,2008,Other
Amber Lee Bartlett,Slither,2006,Other
Stacey Bartlebaugh-Gmys,Severe Injuries,2003,Other
Amy Brentano,Breeders,1986,Ailment
Amy Brentano,Robot Holocaust,1986,Other
Amy Brentano,Blood Sisters,1987,Knives or Cutting Instruments
Susana Latour,Count Dracula’s Great Love,1972,Other
Abner Genece,Unrest,2006,Other
Deborah Pollitt,The Perfect Assistant,2008,Impact
Adriana Asti,The Phantom of Liberty,1974,Other
Tantoo Cardinal,Unnatural & Accidental,2006,Poison
Tantoo Cardinal,Hold the Dark,2018,Knives or Cutting Instruments
Tantoo Cardinal,Outlander: Savages,2018,Other
Aiden Longworth,The 9th Life of Louis Drax,2016,Other
Jud Williford,The Tripper,2006,Knives or Cutting Instruments
Sam Breslin Wright,Dead Birds,2004,Knives or Cutting Instruments
Jennette McCurdy,Pet,2016,Knives or Cutting Instruments
Da'Vone McDonald,Shotgun Wedding,2013,Firearms
Da'Vone McDonald,Pet,2016,Fire
Gabriella Giorgelli,Seven Blood Stained Orchids,1971,Blunt Objects
Gabriella Giorgelli,The Police Are Blundering in the Dark,1975,Knives or Cutting Instruments
Gabriella Giorgelli,Hercules,1983,Other
Erika Blanc,Lady Morgans Vengeance,1965,Strangulation
Erika Blanc,The Third Eye,1966,Car
Erika Blanc,Django Shoots First,1967,Firearms
Erika Blanc,Operation Atlantis,1967,Firearms
Erika Blanc,So Sweet...So Perverse,1969,Firearms
Erika Blanc,Human Cobras,1971,Car
Erika Blanc,The Night Evelyn Came Out of the Grave,1971,Knives or Cutting Instruments
Erika Blanc,Sweet Spirits,1971,Knives or Cutting Instruments
Erika Blanc,Love and Death in the Garden of the Gods,1972,Knives or Cutting Instruments
Erika Blanc,Door into Darkness: The Doll,1973,Knives or Cutting Instruments
Ljiljana Krstic,Savior,1998,Explosives
Brett Stimely,Watchmen,2009,Firearms
Brett Stimely,Parkland,2013,Firearms
Aleksandr Zbruev,The Inner Circle,1991,Ailment
Derek Phillips,Injustice,2021,Other
Mark Bentley,Laid to Rest,2009,Knives or Cutting Instruments
Anthony Fitzgerald,Laid to Rest,2009,Knives or Cutting Instruments
Kerry O'Malley,Annabelle,2014,Knives or Cutting Instruments
Lee Terri,The Love-Thrill Murders,1971,Knives or Cutting Instruments
Lisa Temple,Henry: Portrait of a Serial Killer,1986,Personal Weapons
Jon Glentoran,Bloody New Year,1987,Personal Weapons
Jean Yanne,Weekend,1967,Firearms
Jean Yanne,Le Boucher,1970,Knives or Cutting Instruments
Jean Yanne,Armaguedon,1977,Firearms
Paulina Trevino,In the Time of the Butterflies,2001,Other
Anton Monsted,Australia,2008,Knives or Cutting Instruments
Aris Mendoza,Cyrus: Mind of a Serial Killer,2010,Other
Douglas Chapman,Code Name: The Cleaner,2007,Other
Douglas Chapman,Watchmen,2009,Fire
Ashlee Souza,The Adventures of Superseven: Operation Death Trap Burbank!,2011,Firearms
Theresa Scholze,Sweet Little Sixteen,1999,Strangulation
Esther Schweins,Tatort: Mordnacht,1995,Knives or Cutting Instruments
Carolyn Stellar,"Cry Blood, Apache",1970,Other
Carolyn Stellar,Devil Times Five,1974,Other
Cinzia de Ponti,Manhattan Baby,1982,Other
Cinzia de Ponti,The New York Ripper,1982,Knives or Cutting Instruments
Cinzia de Ponti,Spy Connection,1983,Poison
Cinzia de Ponti,Devil Fish,1984,Strangulation
Anthony Rapp,Far from Home,1989,Impact
Anthony Rapp,Road Trip,2000,Poison
Kobina Wright,Dark Town,2004,Other
Sharon Carr,The Acid Eaters,1968,Drowning
Robin Braxton,Blue Thunder,1983,Firearms
Marvina Vinique,Shadowboxer,2005,Other
Diane Sommerfield,The Night Stalker,1986,Personal Weapons
Heidi Androl,The Curse of El Charro,2005,Knives or Cutting Instruments
Ariana Fronti,Dark Town,2004,Knives or Cutting Instruments
Giovanni Di Benedetto,The Girl Who Knew too Much,1963,Knives or Cutting Instruments
Giovanni Di Benedetto,Silent Action,1975,Other
David Born,Texas Chainsaw 3D,2013,Knives or Cutting Instruments
Sofia Moran,Women in Cages,1971,Blunt Objects
Polly Moore,24 Hours in London,2000,Firearms
Silvia Monti,The Last Desperate Hours,1974,Personal Weapons
Josh Hammond,Jeepers Creepers II,2003,Knives or Cutting Instruments
Josh Hammond,The Tripper,2006,Knives or Cutting Instruments
Josh Hammond,7eventy 5ive,2007,Knives or Cutting Instruments
Sylviane Godé,Man Bites Dog,1992,Other
Marissa Guill,Bereavement,2010,Knives or Cutting Instruments
Massimo Girotti,Sins of Rome,1953,Other
Massimo Girotti,Medea,1969,Impact
Massimo Girotti,The Suspicious Death of a Minor,1975,Firearms
Fritz Leiber,The Prince and the Pauper,1937,Other
Fritz Leiber,The Web,1947,Firearms
Najarra Townsend,The Telling,2009,Narcotics
Najarra Townsend,@urFRENZ,2010,Knives or Cutting Instruments
Najarra Townsend,Contracted,2013,Car
Najarra Townsend,Contracted: Phase 2,2015,Firearms
Najarra Townsend,Play Violet for Me,2015,Firearms
Najarra Townsend,Cold Feet,2019,Knives or Cutting Instruments
Amanda Langton,He Who Dares: Downing Street Siege,2014,Firearms
Bronwen Martin-Miceli,He Who Dares:Downing Street Siege,2014,Firearms
Jacqueline Mackenzie Gray,He Who Dares:Downing Street Siege,2014,Firearms
Ryan Winsley,He Who Dares:Downing Street Siege,2014,Other
Ryan Winsley,Bone Breaker,2020,Strangulation
Merissa Porter,He Who Dares:Downing Street Siege,2014,Knives or Cutting Instruments
Michael Chapman,He Who Dares:Downing Street Siege,2014,Firearms
Mike Zent,Halloween Night,2006,Knives or Cutting Instruments
Frank McHugh,The Crowd Roars,1932,Fire
Frank McHugh,The Roaring Twenties,1939,Firearms
Birgitta Pettersson,The Virgin Spring,1960,Other
William Houston,Clash of the Titans,2010,Knives or Cutting Instruments
William Houston,Brimstone,2016,Knives or Cutting Instruments
Dana Green,Significant Other,2022,Knives or Cutting Instruments
John Dugan,Texas Chainsaw 3D,2013,Firearms
Maria Frisk,Airline Disaster,2010,Firearms
Carla Ferrigno,Black Roses,1988,Knives or Cutting Instruments
Robyn Griggs,Severe Injures,2003,Knives or Cutting Instruments
Robyn Griggs,Zombiegeddon,2003,Other
Fred Williams,She Killed in Ecstasy,1971,Knives or Cutting Instruments
Fred Williams,The Last Desperate Hours,1974,Firearms
Fred Williams,Nick the Sting,1976,Impact
Fred Williams,A Bridge Too Far,1977,Fire
Michael Quinlan,Shadow: Dead Riot,2006,Knives or Cutting Instruments
Chris Avram,Twitch of the Death Nerve,1971,Knives or Cutting Instruments
Chris Avram,"So Sweet, So Dead",1972,Firearms
Chris Avram,The Violent Professionals,1973,Firearms
Dodie Brown,Texas Chainsaw 3D,2013,Personal Weapons
Sophie Turner,Dark Phoenix,2019,Other
Sophie Turner,Heavy,2019,Narcotics
Brett Dier,Goblin,2010,Impact
Reilly Dolman,Goblin,2010,Knives or Cutting Instruments
Reilly Dolman,Scarecrow,2013,Other
Chilton Crane,It Waits,2006,Knives or Cutting Instruments
Chilton Crane,Goblin,2010,Strangulation
Chilton Crane,Suspension,2015,Knives or Cutting Instruments
Susie Singer Carter,The Force,1994,Knives or Cutting Instruments
Susie Singer Carter,The Landlady,1998,Blunt Objects
Chrissy Griffith,Boogeyman 2,2007,Explosives
Katja Woywood,Flashback,2000,Knives or Cutting Instruments
Jasper Cole,Friday the 13th Part VIII: Jason Takes Manhattan,1989,Firearms
Jasper Cole,Hansel & Gretel,2013,Firearms
Savannah Costello,Carver,2008,Knives or Cutting Instruments
Lydia Cornell,Blood Tide,1982,Other
Lisa Collins,Dead Calm,1989,Other
Lisa Collins,Web of Deception,1994,Firearms
Anna Thomson,Hand Gun,1994,Firearms
Anna Thomson,Sue,1997,Other
Nicholas Pinnock,The Keeping Room,2014,Firearms
Joe Alaskey,Casper,1995,Other
Stephanie Sheh,Oldboy,2003,Impact
John Fink,The Number 23,2007,Firearms
Harold Wayne Jones,The Crazies,1973,Firearms
Harold Wayne Jones,Provoked,1989,Fire
Anna Bernard,"Doctor Death, Seeker of Souls",1973,Strangulation
Leonard Carow,War Horse,2011,Fire
Leonard Carow,Anne Franks Diary,2016,Other
Damion Lee,Knock Knock,2007,Knives or Cutting Instruments
Kathy Burke,Elizabeth,1998,Other
Bob Denver,The Silent Service: The Tangs Last Shot,1957,Firearms
Eva Robins,Tenebre,1982,Knives or Cutting Instruments
Eva Robins,The Adventures of Hercules,1985,Other
Eva Robins,Mascara,1987,Personal Weapons
Eva Robins,Bad Inclination,2003,Firearms
Rebecca Ferguson,Life,2017,Other
Rebecca Ferguson,The Snowman,2017,Poison
Rebecca Ferguson,The Kid Who Would Be King,2019,Knives or Cutting Instruments
Rebecca Ferguson,Doctor Sleep,2019,Other
Rebecca Ferguson,Reminiscence,2021,Impact
