Name,Movie,Year,Cause of Death
Alain Delon,The Black Tulip,1964,Strangulation
Alain Delon,The Unvanquished,1964,Firearms
Alain Delon,Once a Thief,1965,Firearms
Alain Delon,The Last Adventure,1967,Firearms
Alain Delon,Le Samourai,1967,Firearms
Alain Delon,Spirits of the Dead,1968,Knives or Cutting Instruments
Alain Delon,The Sicilian Clan,1969,Firearms
Alain Delon,Jeff,1969,Firearms
Alain Delon,Le Cercle rouge,1970,Firearms
Alain Delon,Red Sun,1971,Firearms
Alain Delon,The Widow Couderc,1971,Firearms
Alain Delon,Big Guns,1973,Firearms
Alain Delon,Shock Treatment,1973,Knives or Cutting Instruments
Alain Delon,Deux hommes dans la ville,1973,Knives or Cutting Instruments
Alain Delon,Scorpio,1973,Firearms
Alain Delon,Mr. Klein,1976,Other
Alain Delon,Le Gang,1977,Firearms
Alain Delon,The Hurried Man,1977,Other
Alain Delon,"Attention, The Kids Are Watching",1978,Firearms
Alain Delon,Three Men to Kill,1980,Firearms
Alain Delon,Teheran 43 - Assassination Attempt,1981,Firearms
Alain Delon,The Passage,1986,Knives or Cutting Instruments
Teresa Wright,Mrs. Miniver,1942,Fire
Tacey Adams,Starkweather,2004,Firearms
Elise Robertson,Dying Mother,2011,Other
Rila Fukushima,Gonin Saga,2015,Firearms
Rila Fukushima,Terra Formars,2016,Poison
Rila Fukushima,Ghost in the Shell,2017,Firearms
Anna Tsuchiya,Dororo,2007,Knives or Cutting Instruments
Anna Tsuchiya,Gonin Saga,2015,Firearms
Tasuku Emoto,Gonin Saga,2015,Firearms
Terry Ito,Gonin Saga,2015,Firearms
Wakana Matsumoto,Gonin Saga,2015,Firearms
Wakana Matsumoto,Gukouroku,2017,Other
Wakana Matsumoto,Detective Conan: Kudo Shinichi e no Chousenjou,2011,Poison
Wakana Matsumoto,Travel Mystery 58,2012,Other
Wakana Matsumoto,"Iryu Sousa Season, Episode 3",2013,Other
Masahiro Higashide,Parasyte: Part 1,2014,Other
Masahiro Higashide,Gonin Saga,2015,Firearms
Masahiro Higashide,Creepy,2016,Other
Erika Peters,Mr. Sardonicus,1961,Other
Brenda Hillhouse,From Dusk Till Dawn,1996,Firearms
Bibi Andersson,My Sister My Love,1966,Firearms
Bibi Andersson,Miss Julie,1969,Other
Bibi Andersson,The Kremlin Letter,1970,Blunt Objects
Bibi Andersson,Quintet,1979,Knives or Cutting Instruments
Alexander Cook,Joy,2015,Impact
Isabella Crovetti,Joy,2015,Other
Kate McNeil,The House on Sorority Row,1983,Other
Barta Barri,Gunfight in the Red Sands,1963,Firearms
Barta Barri,The Big Gundown,1966,Firearms
Barta Barri,Kiss Me Monster,1969,Firearms
Barta Barri,Werewolf Shadow,1971,Other
Barta Barri,Treasure Island,1972,Blunt Objects
Barta Barri,Monster Dog,1984,Other
Kathleen Freeman,The Willies,1990,Other
Kathleen Freeman,The Naked Gun 33 1/3: The Final Insult,1994,Firearms
Mitch Ryan (II),Groupie,2010,Strangulation
Megahn Perry,The Gravedancers,2006,Knives or Cutting Instruments
Thomas Scharff,Hansel & Gretel: Witch Hunters,2013,Strangulation
Judith Evelyn,The Egyptian,1954,Other
Judith Evelyn,Female on the Beach,1955,Impact
Judith Evelyn,The Tingler,1959,Other
Lee Tracy,The Best Man,1964,Ailment
Angel Ashley,Mind Twister,1993,Other
Jean-Pierre Marielle,4 Flies on Grey Velvet,1971,Poison
Jean-Pierre Marielle,Without Apparent Motive,1971,Firearms
Jean-Pierre Marielle,Le Petit Poucet,1972,Impact
Jean-Pierre Marielle,Un linceul na pas de poches,1974,Firearms
Jean-Pierre Marielle,Coup de torchon,1981,Firearms
Jean-Pierre Marielle,Tenue de soirée,1986,Firearms
Jean-Pierre Marielle,Tous les matins du monde,1991,Ailment
Jean-Pierre Marielle,Max et Jérémie,1992,Blunt Objects
Jean-Pierre Marielle,The Da Vinci Code,2006,Firearms
Brendan Meyer,Starving in Suburbia,2014,Other
Brendan Meyer,Color Out of Space,2019,Other
Clive Mantle,Alien 3,1992,Strangulation
Clive Mantle,Superman IV: The Quest for Peace,1987,Personal Weapons
Elisabeth Röhm,The Kreutzer Sonata,2008,Knives or Cutting Instruments
Elisabeth Röhm,Abduction,2011,Poison
Elisabeth Röhm,Darkroom,2013,Blunt Objects
Elisabeth Röhm,Wish Upon,2017,Strangulation
Ernie Ortega,Missing In Action,1984,Other
Katherine Best,Xtro,1983,Other
Mark Adair-Rios,Candyman 3: Day of the Dead,1999,Knives or Cutting Instruments
Adele Mara,The Catman of Paris,1946,Other
Adele Mara,Back from Eternity,1956,Impact
Adele Mara,The Big Circus,1959,Other
Mark Kelly,The Last Heist,2016,Firearms
Mark Kelly,All the Creatures Were Stirring,2018,Knives or Cutting Instruments
Mark Kelly,Jakobs Wife,2021,Other
William Schallert,The Man from Planet X,1951,Other
William Schallert,Gunslinger,1956,Firearms
William Schallert,Colossus: The Forbin Project,1970,Explosives
William Schallert,Twilight Zone: The Movie,1983,Other
William Schallert,Rawhide,1959,Other
William Schallert,"Richard Diamond, Private Detective: Act Of Grace",1959,Firearms
William Schallert,Black Saddle: Blood Money,1959,Blunt Objects
William Schallert,Rawhide: Incident of the Running Iron,1961,Firearms
William Schallert,Rawhide: Incident of White Eyes,1963,Other
William Schallert,Combat!,1966,Other
William Schallert,Ironside,1967,Firearms
William Schallert,Gunsmoke,1970,Firearms
David Assaly,Santas Slay,2005,Knives or Cutting Instruments
Ron Webber,Santas Slay,2005,Blunt Objects
Christian Fraser,Santas Slay,2005,Knives or Cutting Instruments
Michael David Simms,Scarecrows,1988,Knives or Cutting Instruments
Michael David Simms,Santas Slay,2005,Other
Jean Miller,"Silent Night, Deadly Night Part 2",1987,Knives or Cutting Instruments
Michael Combatti,"Silent Night, Deadly Night Part 2",1987,Other
Kenneth McCabe,"Silent Night, Deadly Night Part 2",1987,Firearms
Kenneth McCabe,Cohen and Tate,1989,Firearms
Toni Nero,"Silent Night, Deadly Night",1984,Knives or Cutting Instruments
Toni Nero,No Dead Heroes,1986,Firearms
Kathleen Lloyd,The Car,1977,Other
Bibiana Fernández,Kika,1993,Other
Josh Dallas,The Descent: Part 2,2009,Knives or Cutting Instruments
Jamie Dornan,Anthropoid,2016,Firearms
Rachel Shelley,The Children,2008,Knives or Cutting Instruments
Paula Giroday,Psycho Wedding Crasher,2017,Knives or Cutting Instruments
Christie Laing,Tucker & Dale vs. Evil,2010,Explosives
Jean-Yves Berteloot,The Da Vinci Code,2006,Poison
Marie-Françoise Audollent,The Da Vinci Code,2006,Other
Robert Brian Wilson,"Silent Night, Deadly Night",1984,Firearms
Hugh Scott,Deadpool,2016,Fire
Todd Barry,Vamps,2012,Fire
Lee Vang,Vamps,2012,Other
Oliver Rice,The Secret Lives of College Freshmen,2021,Knives or Cutting Instruments
Giacomo Baessato,Dragged Across Concrete,2018,Firearms
Adam Croasdell,Werewolf: The Beast Among Us,2012,Knives or Cutting Instruments
Adam Croasdell,Saving Lincoln,2013,Firearms
Rya Kihlstedt,Deep Impact,1998,Other
Rya Kihlstedt,Secrets in a Small Town,2019,Other
Dylan Demas,Santas Slay,2005,Knives or Cutting Instruments
Britt Leach,"Silent Night, Deadly Night",1984,Knives or Cutting Instruments
Cara Williams,The White Buffalo,1977,Firearms
Sandra Nelson,Maternal Instincts,1996,Impact
Derek de Lint,Soldier of Orange,1977,Explosives
Derek de Lint,Mata Hari,1985,Firearms
Derek de Lint,Mascara,1987,Impact
Derek de Lint,Soul Assassin,2001,Firearms
Jess Conrad,Konga,1961,Strangulation
Jess Conrad,The Assassination Bureau Limited,1969,Drowning
Louis de Funès,Hibernatus,1969,Other
Louis de Funès,Le Gendarme et les extraterrestres,1978,Other
Simon Helberg,Florence Foster Jenkins,2016,Other
Simon Helberg,Annette,2021,Drowning
Sandy Helberg,The Granny,1995,Knives or Cutting Instruments
Kanin Howell,Death Sentence,2007,Firearms
Glenn Gerner,Troll 2,1990,Other
Gladys George,Madame X,1937,Ailment
Jun Hu,Infernal Affairs 2,2003,Explosives
Jun Hu,Bodyguards and Assassins,2009,Firearms
Jun Hu,Shadow,2018,Knives or Cutting Instruments
Bo-Chieh Wang,Bodyguards and Assassins,2009,Knives or Cutting Instruments
Leon Lai,A Hero Never Dies,1998,Firearms
Leon Lai,Heroic Duo,2003,Firearms
Leon Lai,Infernal Affairs 3,2003,Firearms
Leon Lai,An Empress and the Warrior,2008,Knives or Cutting Instruments
Leon Lai,Bodyguards and Assassins,2009,Knives or Cutting Instruments
Jacky Cheung,As Tears Go By,1988,Firearms
Jacky Cheung,Seven Warriors,1989,Firearms
Jacky Cheung,Bullet in the Head,1990,Firearms
Jacky Cheung,Triad Underworld,2004,Knives or Cutting Instruments
Jacky Cheung,Bodyguards and Assassins,2009,Firearms
Jacky Cheung,From Vegas to Macau 3,2016,Strangulation
Yuchun Li,Bodyguards and Assassins,2009,Explosives
Mengke Bateer,Bodyguards and Assassins,2009,Knives or Cutting Instruments
Xueqi Wang,Warriors of Heaven and Earth,2003,Personal Weapons
Robert Ormsby,Troll 2,1990,Other
Reiko Aylesworth,Mr. Brooks,2007,Firearms
Deborah Reed,Troll 2,1990,Other
Margo Prey,Troll 2,1990,Other
Karen Moncrieff,Xtro 3: Watch the Skies,1995,Firearms
Darren Ewing,Troll 2,1990,Knives or Cutting Instruments
Jack Lindine,Jack Frost,1997,Strangulation
Nik Morgan,Necromance,2008,Other
Nik Morgan,Dear God No!,2011,Impact
Kanata Hongô,Gantz,2010,Blunt Objects
Jason Steadman,Troll 2,1990,Other
David McConnell,Troll 2,1990,Drowning
Natsuna Watanabe,Gantz,2010,Knives or Cutting Instruments
Kazunari Ninomiya,Gantz: Perfect Answer,2011,Other
Kazunari Ninomiya,Nagasaki: Memories of My Son,2015,Fire
Kazunari Ninomiya,Assassination Classroom: The Graduation,2016,Knives or Cutting Instruments
Yuriko Yoshitaka,Gantz: Perfect Answer,2011,Knives or Cutting Instruments
Parker Young,Animal,2014,Other
Zemphira Gosling,The Wicker Man,2006,Explosives
Erika-Shaye Gair,The Wicker Man,2006,Drowning
Matthew Walker (British),The Wicker Man,2006,Knives or Cutting Instruments
Roger Allam,V for Vendetta,2006,Other
George Sweeney,The Lion of the Desert,1980,Firearms
George Sweeney,For Your Eyes Only,1981,Impact
Bob Simmons,The Guns of Navarone,1961,Firearms
Bob Simmons,Thunderball,1965,Fire
Bob Simmons,For Your Eyes Only,1981,Explosives
Randy Stumpf,"Silent Night, Deadly Night",1984,Strangulation
Jason Ritter,Raise Your Voice,2004,Car
Jason Ritter,The Wicker Man,2006,Knives or Cutting Instruments
Jason Ritter,7 Minutes,2014,Firearms
Trevor St. John,Tarzan,2013,Other
Geoff Hansen,"Silent Night, Deadly Night",1984,Firearms
Allyce Beasley,Rumpelstiltskin,1996,Personal Weapons
Brendan Burke,Café Society,2016,Impact
Isiah Whitlock Jr.,Da 5 Bloods,2020,Impact
Isiah Whitlock Jr.,Cocaine Bear,2023,Firearms
Gary Epper,Captain America,1990,Firearms
Carla Cassola,The House of Clocks,1989,Knives or Cutting Instruments
Carla Cassola,Captain America,1990,Firearms
Carla Cassola,The Sect,1991,Impact
Carla Cassola,The Torturer,2005,Knives or Cutting Instruments
Willie C. Carpenter,Hard Target,1993,Firearms
Willie C. Carpenter,Leprechaun Back 2 tha Hood,2003,Other
Willie C. Carpenter,Jonestown,2013,Poison
Hakeem Kae-Kazim,Last Flight to Abuja,2012,Explosives
Hakeem Kae-Kazim,X-Men Origins: Wolverine,2009,Other
Hakeem Kae-Kazim,Daylights End,2016,Ailment
Daniel London,The Confession,2011,Firearms
Kim Gillingham,Captain America,1990,Firearms
Jeremy Davidson,Salt,2010,Firearms
Will Forte,Tim & Erics Billion Dollar Movie,2012,Knives or Cutting Instruments
Will Forte,Cloudy with a Chance of Meatballs 2,2013,Other
Will Forte,A Stupid and Futile Gesture,2018,Impact
Will Forte,Extra Ordinary,2019,Other
Will Forte,The Laundromat,2019,Knives or Cutting Instruments
Will Forte,America: The Motion Picture,2021,Other
Will Forte,Studio 666,2022,Knives or Cutting Instruments
Erica Cerra,Blade: Trinity,2004,Other
Dan Ziskie,Mercy,2016,Impact
Babs Olusanmokun,Dune,2021,Knives or Cutting Instruments
Jim Ford,Knock Knock,2007,Other
Jim Ford,The Forger,2014,Blunt Objects
Evelyn Ankers,Sherlock Holmes and the Voice of Terror,1942,Firearms
Evelyn Ankers,Weird Woman,1944,Strangulation
Evelyn Ankers,Last of the Redmen,1947,Knives or Cutting Instruments
John Wray,All Quiet on the Western Front,1930,Firearms
Claire Carleton,The Black Sleep,1956,Poison
Harley Zumbrum,Jack Frost,1997,Personal Weapons
Harley Zumbrum,Con Air,1997,Firearms
Paul McComiskey,Dear God No!,2011,Firearms
Paul McComiskey,Frankenstein Created Bikers,2016,Knives or Cutting Instruments
Debra Xavier,American Vampire,1997,Knives or Cutting Instruments
John Michael Graham,Halloween,1978,Knives or Cutting Instruments
Carsten Hayes,V for Vendetta,2006,Other
John Doucette,The Breaking Point,1951,Firearms
John Doucette,Rancho Notorious,1952,Firearms
John Doucette,One More Train to Rob,1971,Firearms
Colin Cunningham,The 6th Day,2000,Firearms
Colin Cunningham,Elektra,2005,Knives or Cutting Instruments
Colin Cunningham,Goblin,2010,Other
Colin Cunningham,Numb,2015,Poison
Edson T. Ribeiro,Elektra,2005,Knives or Cutting Instruments
Chris Ackerman,Elektra,2005,Personal Weapons
Judy Parfitt,Hamlet,1969,Poison
Judy Parfitt,Dolores Claiborne,1995,Other
Karin Schubert,Bluebeard,1972,Firearms
Karin Schubert,The Punishment,1973,Firearms
Karin Schubert,The Girl in Room 2A,1974,Other
Karin Schubert,Death Haunts Monica,1976,Strangulation
Karin Schubert,Panther Squad,1984,Firearms
Jeanette MacDonald,Smilin Through,1941,Firearms
Kool Moe Dee,Gang Related,1997,Firearms
Matt McColm,Cyborg,1989,Knives or Cutting Instruments
Matt McColm,The Matrix Reloaded,2003,Knives or Cutting Instruments
Matt McColm,Cellular,2004,Other
Matt McColm,Live Free or Die Hard,2007,Impact
Alejandro Pous,Tumberos,2002,Knives or Cutting Instruments
Ekaterina Chtchelkanova,Chicago,2002,Strangulation
Lise Cutter,Fleshstone,1994,Knives or Cutting Instruments
Beulah Bondi,The Gorgeous Hussy,1936,Other
Beulah Bondi,The Invisible Ray,1936,Other
Beulah Bondi,The Shepherd of the Hills,1941,Fire
Beulah Bondi,Back from Eternity,1956,Firearms
Beulah Bondi,The Unholy Wife,1957,Narcotics
Robert Alda,Rhapsody in Blue,1945,Other
Robert Alda,Cleopatras Daughter,1960,Strangulation
John Meier,The Last Boy Scout,1991,Firearms
Kim Murphy,Campfire Tales,1997,Car
Matthew Carey,2001 Maniacs,2005,Other
Peter Mayhew,Sinbad and the Eye of the Tiger,1977,Impact
Peter Mayhew,Yesterday Was a Lie,2008,Firearms
Kevin Ramsey,Trial by Jury,1994,Firearms
June Chadwick,Forbidden World,1982,Knives or Cutting Instruments
Martin Benrath,Hedda Gabler,1963,Firearms
Martin Benrath,Morituri,1965,Drowning
Evgeniy Lazarev,The Sum of All Fears,2002,Firearms
Evgeniy Lazarev,Lord of War,2005,Explosives
Evgeniy Lazarev,Iron Man 2,2010,Ailment
Mariana Aria,Tumberos,2002,Firearms
Mariana Aria,Tumberos,2002,Knives or Cutting Instruments
Santiago Rios,Tumberos,2002,Knives or Cutting Instruments
Matthias Schweighöfer,Der rote Baron,2008,Other
Matthias Schweighöfer,Night Train,2009,Firearms
Matthias Schweighöfer,Resistance,2020,Ailment
Matthias Schweighöfer,Army of the Dead,2021,Other
Robert Keith,Written on the Wind,1956,Ailment
Robert Keith,Men In War,1957,Other
Robert Keith,The Lineup,1958,Firearms
Robert Keith,Cimarron,1960,Other
Chuku Modu,Captain Marvel,2019,Other
Candy Azzara,Pandemonium,1982,Drowning
Selina Giles,V for Vendetta,2006,Other
Selina Giles,Open 24 Hours,2018,Firearms
Virginia Leith,Fear and Desire,1953,Firearms
Virginia Leith,The Brain That Wouldnt Die,1962,Knives or Cutting Instruments
Francine Everett,Dirty Gertie from Harlem USA,1946,Firearms
Stephanie Chao,Jack Frost 2: Revenge of the Mutant Killer Snowman,2000,Drowning
Kim Wall,Sleepaway Camp III: Teenage Wasteland,1989,Other
Cliff Brand,Sleepaway Camp III: Teenage Wasteland,1989,Firearms
Junade Khan,He Who Dares,2014,Firearms
Douglas O'Keeffe,Murder at 1600,1997,Firearms
Lauren Conrad,Epic Movie,2007,Other
Johnny Mack Brown,Coquette,1929,Firearms
Johnny Mack Brown,Billy the Kid,1930,Firearms
Johnny Mack Brown,The Secret Six,1931,Firearms
Natalie O'Connell,Bad Girls Dormitory,1984,Other
Carol Chambers,Sleepaway Camp II: Unhappy Campers,1988,Fire
Natalie Denise Sperl,The Graveyard,2006,Knives or Cutting Instruments
Anthony Sherwood,Terror Train,1980,Other
Danny Hanemann,The Paperboy,2012,Knives or Cutting Instruments
Matt Wilkinson,V for Vendetta,2006,Blunt Objects
Tai Bennett,Jack Frost 2: Revenge of the Mutant Killer Snowman,2000,Knives or Cutting Instruments
Alastair Gamble,Gutterballs,2008,Blunt Objects
Kimberly Ross,Pumpkinhead,1988,Other
Pippa Steel,The Vampire Lovers,1970,Other
Pippa Steel,Lust for a Vampire,1971,Knives or Cutting Instruments
David Dayan Fisher,National Treasure,2004,Impact
Pat Crawford Brown,Daredevil,2003,Strangulation
John Glen Bishop,"Silent Night, Deadly Night",1984,Knives or Cutting Instruments
John Glen Bishop,Panic,2002,Impact
Amy Fields,Sleepaway Camp II: Unhappy Campers,1988,Fire
Ben Hardy,X-Men: Apocalypse,2016,Explosives
Ben Hardy,Only the Brave,2017,Fire
Carolina Bartczak,X-Men: Apocalypse,2016,Firearms
T.J. McGibbon,X-Men: Apocalypse,2016,Firearms
Michael Terlecki,X-Men: Apocalypse,2016,Firearms
Martin Skorek,X-Men: Apocalypse,2016,Firearms
Warren Scherer,X-Men: Apocalypse,2016,Impact
Rochelle Okoye,X-Men: Apocalypse,2016,Impact
Berdj Garabedian,X-Men: Apocalypse,2016,Impact
Anthony Azizi,Eagle Eye,2008,Impact
Harvey Scrimshaw,The Witch,2015,Other
Daniel Greene,American Rickshaw,1989,Other
Daniel Greene,Kingpin,1996,Other
Daniel Greene,"Me, Myself, and Irene",2000,Firearms
Chela Cardalda,Tumberos,2002,Ailment
Belén Blanco,Tumberos,2002,Knives or Cutting Instruments
Ron Lea,The Gunrunner,1984,Firearms
Ron Lea,Saw IV,2007,Knives or Cutting Instruments
Ann Noble,The Corpse Grinders,1972,Firearms
Ann Noble,The Sins of Rachel,1972,Other
Merry Anders,Five Bold Women,1960,Firearms
Jerry Rector,Kill Switch,2008,Knives or Cutting Instruments
Joel Hoffman,Killer Workout,1987,Blunt Objects
Joel Hoffman,Slaughterhouse,1987,Other
Joel Hoffman,Slumber Party Massacre II,1987,Knives or Cutting Instruments
Joel Hoffman,Pumpkinhead,1988,Other
Tom Kemp,The Departed,2006,Other
Tom Kemp,Irrational Man,2015,Poison
Leila Arcieri,Wild Things 2,2004,Firearms
Kathleen Gati,Sunshine,1999,Ailment
Fabio Carfora,Rome,2005,Knives or Cutting Instruments
Vincenzo Nicoli,Alien 3,1992,Other
Vincenzo Nicoli,Spiders 3D,2013,Other
Enoch Frost,Skyfall,2012,Firearms
Scott Chisholm,Rome,2005,Drowning
Giovanni Calcagno,Rome,2005,Strangulation
Rafi Gavron,Mine Games,2012,Impact
Andy Linden,Peterman,2014,Knives or Cutting Instruments
Rocky Marshall,Star Wars Episode VII: The Force Awakens,2015,Other
"William H. Burton, Jr.",Predator,1987,Firearms
Joel West,The Disciple,2010,Other
Colleen McDermott,Embrace the Darkness,1999,Other
Carmen Chaplin,All About the Benjamins,2002,Firearms
Perla Haney-Jardine,Dark Water,2005,Drowning
Perla Haney-Jardine,Midnighters,2017,Strangulation
Diego Alonso Gómez,Tumberos,2002,Firearms
Diego Alonso Gómez,Tumberos,2002,Other
Devon Aoki,Mutant Chronicles,2008,Knives or Cutting Instruments
Alejandro Urdapilleta,Tumberos,2002,Firearms
Juan Carlos Velazquez,Tumberos,2002,Firearms
Kehli O'Byrne,Knight Moves,1992,Knives or Cutting Instruments
Kehli O'Byrne,Piranha,1995,Other
Kehli O'Byrne,Tainted Love,1995,Strangulation
Denise Galik,Humanoids from the Deep,1980,Explosives
Denise Galik,Deadly Games,1982,Strangulation
Denise Galik,Eye of the Tiger,1986,Other
Stephen Gately,Credo,2008,Other
Simon Rex,Shriek If You Know What I Did Last Friday the Thirteenth,2000,Explosives
Simon Rex,The Forsaken,2001,Car
Simon Rex,Scary Movie 4,2006,Impact
Simon Rex,Superhero Movie,2008,Impact
Kathy Hill,Blind Date,1984,Other
Chuck Aronberg,Pumpkinhead II: Blood Wings,1993,Other
Joanne Boland,Saw IV,2007,Knives or Cutting Instruments
Jennifer Missoni,Playback,2012,Firearms
Zena Marshall,So Long at the Fair,1950,Impact
Barbara Anne Klein,Assassins,1995,Firearms
Margaret Qualley,The Nice Guys,2016,Firearms
Margaret Qualley,Death Note,2017,Impact
Margaret Qualley,Donnybrook,2018,Strangulation
Margaret Qualley,Native Son,2019,Strangulation
Kate Burton,Stay,2005,Car
Kate Burton,Remember Me,2010,Other
Kate Burton,Martyrs,2015,Firearms
